id,fid,username,display_name,pfp_url,custody_address,verified_addresses,neynar_score,follower_count,following_count,is_pro_subscriber,power_badge,stats_fetched_at,created_at,updated_at,onboarding_tasks,onboarding_completed_at,quotient_score,quotient_rank,quotient_labels,quotient_updated_at,bio,url,location,twitter,github,primary_address,spam_label,fc_created_at,steemhunt_fetched_at,x_followers_count,x_following_count,x_verified,x_display_name,x_stats_fetched_at,is_blacklisted,plotlink_score,plotlink_tag
be62b2bb-286b-4379-b1a5-5837ee6db4ea,263574,tonyminh,TonyMinh,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/32710042-fa82-4c51-4b48-9ff44072fe00/original,,"[""0x5b3cec6a5e219674d4485be572cd3faae338bfc6"",""0xc0129447752393f85ec639785821dc237375c8dc"",""0x57266c637b716808ab1484528bea42969d60b56c""]",0.98,9306,3217,true,false,2026-01-17 15:08:00.338+00,2026-01-17 15:08:00.417367+00,2026-02-24 15:18:01.767964+00,{},,0.7540,535,"[""Top Trader"",""Top Clanker Ecosystem Evangelist""]",2026-02-02 06:18:13.966+00,FID: 263574 l Reply for Life l NFTs Enthusiasm and Collector.,https://app.ethos.network/profile/x/tonyminh69,,tonyminh69,,0x57266c637b716808ab1484528bea42969d60b56c,2,2025-07-16 10:13:04.481+00,,2053,3811,true,TonyMinh ⛩️,2026-02-24 15:18:01.717+00,false,68,Writer
357c3413-7d99-4332-b7df-39598474b2ec,209951,swishh.eth,Swishh.eth,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/75b84644-44e9-4dd9-0cb9-d97a9e060000/original,,"[""0x09ca6926f0a1fa30ddc04710db2d89ec0d73b608"",""0xfd64f632c7b7954836a19c5c06e65b39a1876b68"",""0x2886f6486e8fab925997e7bdcfd679b664d6f2e2"",""0xf6bc3c2ec10c221ddf58a9ac99c1c72d023d6757""]",1.00,4930,667,true,false,2026-01-22 16:00:25.601+00,2026-01-22 16:00:25.760374+00,2026-02-24 15:12:16.222099+00,{},,0.7890,273,"[""Top Trader"",""Top Clanker Ecosystem Evangelist""]",2026-01-22 16:00:25.601+00,"ur moms favorite builder, terminally online https://swishh.wtf",https://farcaster.xyz/miniapps/BdklKYkhvUwo/sprinkles,,swi3hh,,0xfd64f632c7b7954836a19c5c06e65b39a1876b68,2,2025-07-16 18:25:48.529+00,,973,356,true,Swishh.eth,2026-02-24 15:12:16.16+00,false,67,Writer
3d98abc2-4809-4a35-8b1d-634e89b3bf9c,19640,zaal,Zaal @ The ZAO,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/f9277373-2f85-411b-5d94-d8e11a43de00/original,,"[""0x7234c36a71ec237c2ae7698e8916e0735001e9af"",""0x519087bd1b8a2687f685f885f64f3444c1610659"",""0x2e49a7e806be10b863bc132e7a9e70cf7d0d4216"",""0xb79cdabf6f2fb8fea70c2e515aec35e827bf7932""]",0.97,2691,2282,true,false,2026-02-24 18:09:25.387+00,2026-02-24 18:09:25.456469+00,2026-02-24 18:15:32.873151+00,{},,0.7510,564,"[""Top Builder/Dev""]",2026-02-24 18:09:25.387+00,Better call ZAAL || Founder of ZAO // Zeal // Alignment // Ownership || Empowering musicians to bring control back to independent creators || Storyteller ||,https://thezao.com/nexus,"geo:40.02,-105.27",bettercallzaal,,0xb79cdabf6f2fb8fea70c2e515aec35e827bf7932,2,2025-07-16 10:46:19.109+00,,4903,7494,true,+Zaal ⏻ (on farcaster),2026-02-24 18:15:32.796+00,false,67,Writer
6e6caa87-5c90-4840-adac-945d009b4e36,357897,bizarrebeast,BizarreBeasts,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/6f2cca88-a12a-4b50-8e70-08d7a8fd7c00/original,,"[""0x93db1b0ad7365ebab85f3ed98b055af579a589c2"",""0x0ab453a7fd033401c51d02cbd38661fb0adb1d5d"",""0x582f57e25fdf9cfe29a91d082dd97a71fe3725cb"",""0x2bfbbc03c3e22903206239e7fd802e6726b19b25"",""0x3fdd6afed7a19990632468c7102219d051e685db"",""0xd35da0c9824ce664b106ac5a526221e5fa66f433""]",0.98,4353,1870,true,false,2026-02-19 09:23:55.012+00,2026-02-19 09:23:55.078586+00,2026-03-03 12:23:41.50816+00,{},,0.7520,546,"[""Top Trader"",""Top Builder/Dev"",""Top Clanker Ecosystem Evangelist""]",2026-02-19 09:23:55.012+00,Onchain Artist and Founding Creator of BizarreBeasts. Follow /bizarrebeasts and /bizarrebeastsart.,https://bizarrebeasts.io,"geo:32.76,-97.33",bizarrebeasts_,,0x3fdd6afed7a19990632468c7102219d051e685db,2,2025-07-16 10:11:29.154+00,2026-03-03 12:23:41.423+00,1776,732,true,BizarreBeasts.base.eth,2026-02-24 15:26:34.204+00,false,67,Writer
977132b9-4f48-490e-a6f5-c177ae805093,15211,statuette,statuette,https://tba-mobile.mypinata.cloud/ipfs/QmcXPLBpv8RDK92kkBvZGG9qFAgKaF7Ti74QVSkihkwwGX?pinataGatewayToken=3nq0UVhtd3rYmgYDdb1I9qv7rHsw-_DzwdWkZPRQ-QW1avFI9dCS8knaSfq_R5_q,,"[""0xd2762284d8c6cbc6070bd90adf320bc7fd8b9e41"",""0x2f21f94e1e57543f4663b722b6b1bed97c576bd4"",""0x8c9c3bf377a5bd6dd19981e73d7231e008fcafdc"",""0x9aa0f215076c1404a92a5b7219512f4c57d7029b""]",0.98,11255,2193,true,false,2026-03-08 06:17:17.219+00,2026-01-18 05:24:30.521184+00,2026-03-27 13:57:29.229769+00,{},,0.7810,317,[],2026-03-19 16:25:10.708+00,base mom,,,cryptostatuette,,0x9aa0f215076c1404a92a5b7219512f4c57d7029b,2,2025-07-16 15:31:13.23+00,2026-03-14 04:34:43.189+00,11933,3538,true,statuette.eth,2026-03-27 13:57:29.157+00,false,67,Reader
4caf6027-6049-439e-b89b-0bc1ff251838,431336,nutscity13,Nutscity13 🙏🏻,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/5f2e3e1b-a395-45db-1c50-817003d57600/original,,"[""0xb56a6bfd9825042faa4ca6da1f60a93895a218cb"",""0x465eba94ec620c73ea74cbffff1c180d7c676e96"",""0x34a1fdc370c86fdc5054df540191320cd5ff9fd6""]",0.94,2226,596,true,false,2026-01-21 11:35:07.406+00,2026-01-21 11:35:07.467813+00,2026-02-24 15:31:43.606475+00,{},,0.7340,745,[],2026-02-11 21:23:53.217+00,"Art collector & artist ✦
She/her",https://linktr.ee/nutscity13,,nutscity13,,0x34a1fdc370c86fdc5054df540191320cd5ff9fd6,2,2025-07-16 09:48:16.681+00,,10360,816,true,Nutscity13,2026-02-24 15:31:43.557+00,false,66,Writer
c1138ab3-1092-4611-89be-b3794acdf2ea,340986,trillobyte,Trillobyte,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/fbbc84c3-6fd5-46af-5fa0-16f5b1a55300/original,,"[""0x897fed9144674e36e49a73c5d4b714183ff5a70e"",""0x34731f5eee4cdb2a3be7eeada91d6aca3db004cb"",""0xb3877f40048bad437be3a0a05ccaeae102337c71""]",0.98,4827,1400,true,false,2026-02-01 02:25:33.885+00,2026-02-01 02:25:33.961717+00,2026-02-24 15:25:52.702571+00,{},,0.7680,411,"[""Top Trader"",""Top Clanker Ecosystem Evangelist""]",2026-02-01 02:25:33.886+00,abstract visuals coder 👨‍💻 video glitcher 📼 pixel shifter 🎶 music producer 💾 retro/lo-fi obsessed ~ 'nostalglitch' [nostalgic glitch art],https://linktr.ee/trillobyte,,trillobyteart,,0xb3877f40048bad437be3a0a05ccaeae102337c71,2,2025-07-16 10:35:14.952+00,,22231,556,false,Trillobyte,2026-02-24 15:25:52.641+00,false,66,Writer
35ae7698-88f3-4d5e-aa3e-1a10290eea10,237973,fffflood,FLOOD,https://d1kgk9u8ytew77.cloudfront.net/ipfs/bafybeiefdh5ryzudhw2y2qvhqbigxigmx4kqkrabqqlnsv3twiz6mphida/309.png,,"[""0x9469d51f31e13fcb119bdf155bc20b4c5f69e35b"",""0x317caa9df65c7ed4e0bdc47244ea8a318a89225a""]",0.99,6709,1684,true,false,2026-02-07 16:19:14.598+00,2026-02-07 16:19:14.676438+00,2026-02-24 15:13:33.487487+00,{},,0.8360,118,"[""Top Trader"",""Top Builder/Dev"",""Top Clanker Ecosystem Evangelist""]",2026-02-07 16:19:14.598+00,OPSYS CEO,https://operatingsystem.io,"geo:43.07,-70.75",fffflood,,0x317caa9df65c7ed4e0bdc47244ea8a318a89225a,2,2025-07-16 16:56:47.92+00,,2469,1383,false,FFFFLOOD (on farcaster),2026-02-24 15:13:33.434+00,false,65,Writer
3e60657a-89ec-4635-9768-e681b28ac8f8,1013491,vmfcoin,VMF,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/46e9e1da-b657-4e7b-25cc-208eea127200/original,,"[""0x257cbe89968495c3ae8c81bccb8be7f257cd5f66"",""0x12e31f706010ae0996a2d8247c432d9102e3c871""]",0.95,2253,739,true,false,2026-01-29 14:08:57.682+00,2026-01-29 14:08:57.757002+00,2026-02-24 16:28:08.63903+00,{},,0.6960,1456,"[""Top Builder/Dev""]",2026-01-29 14:08:57.682+00,Veterans & Military Families is a charity platform with community governance and transparent giving. A new way to donate for free. Creator of Pizza Party.,https://vmfcoin.com/,"geo:34.05,-118.24",vmfcoin,,0x257cbe89968495c3ae8c81bccb8be7f257cd5f66,2,2025-07-18 01:11:40.103+00,,2173,1131,true,VMF - Veterans & Military Families,2026-02-24 16:28:08.593+00,false,65,Writer
480e07fe-49b6-455a-8282-f85b70d97951,195091,greyseymour,greyseymour.eth,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/1c5ac666-1e69-49eb-e747-45060b9d0400/original,,"[""0xf7c0d5e897666ce6590a749ff1bd9edaf7eab2a5"",""0x15fcb36c8a236ad48d72dbea99bd14acdfa0f938"",""0xd198959a9e38d34161343f231592e28c58d3358a"",""0x04fd2bbb7bd4002159121695d4875f9a405c8064""]",1.00,7348,2214,true,false,2026-02-25 07:54:25.293+00,2026-02-25 07:54:25.35598+00,2026-02-27 07:19:06.366455+00,{},,0.7160,1009,[],2026-02-25 07:54:25.293+00,"Certified @base head, onchain growth guy of your dreams.
-
www.greyseymour.xyz
-
All casts NFA, DYOR, LOL, BBQ.",,"geo:43.62,-116.20",gogokikaider,,0x15fcb36c8a236ad48d72dbea99bd14acdfa0f938,2,2025-07-17 15:39:03.321+00,2026-02-25 07:54:30.928+00,3979,4704,true,grey.base.eth,2026-02-27 07:19:06.291+00,false,65,Writer
9fe76310-695d-4924-ae0a-c6bac8b4a17e,248339,rizzle,rizzle,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/55393674-fa15-40c7-c892-b600282e0100/rectcrop3,,"[""0x89b054df1880017478abf216c8f429b4cfd8730b"",""0x81e5cd19323ce7f6b36c9511fbc98d477a188b13"",""0x8945a764dae5cb19c69c44d3d45726d1f75f33fe""]",0.97,665,204,true,false,2026-03-11 21:33:51.064+00,2026-03-11 21:33:51.178299+00,2026-03-11 21:34:09.35102+00,{},,0.6790,1958,[],2026-03-11 21:33:51.064+00,web3 founder 2019🏴‍☠️,https://rizzle.io,,nftland,,0x8945a764dae5cb19c69c44d3d45726d1f75f33fe,2,2025-07-16 18:23:14.333+00,,19158,1013,true,Rizzle,2026-03-11 21:34:09.277+00,false,65,Writer
b5b5c5c3-abe9-4fd9-a43d-2ec7420d036e,285998,hind,Hind 📸,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/5421fd64-173f-4adf-bd21-e998b6e3a900/original,,"[""0xbfdfe0b764bff626ecb1f746242e0ef4f230f8e1"",""0xe9a1f65a03a91667ff1fb2b90c77100b56efcebc"",""0xbba783f22d571ceca8f8b1559973cec33584e66f"",""0xd77cd102ed5307a4b3dc3931138dff952dfaeb93"",""0x3b6f8f00f65e888d9c35d8e1eb8b8a0028dc74c1"",""0x1aba875331cb02435cdf3cec8afdd515148355be""]",0.98,6207,1357,true,false,2026-02-06 23:43:07.074+00,2026-02-06 23:43:07.148732+00,2026-02-24 15:19:32.199847+00,{},,0.7450,621,[],2026-02-06 23:43:07.074+00,Hind.eth Self-Taught Photographer chasing beauty surrounding me… 🇨🇦,,"geo:51.04,-114.07",hindabuelgasim,,0x3b6f8f00f65e888d9c35d8e1eb8b8a0028dc74c1,2,2025-07-16 16:52:28.1+00,2026-02-10 23:20:07.226+00,9613,5928,true,Hind,2026-02-24 15:19:32.154+00,false,65,Writer
cca72a5a-9f12-44b0-a6c1-21326a42ed19,4926,kazani,Kazani,https://i.imgur.com/5IfaukM.jpg,,"[""0x45e43896d1fba7cecbf034d82d790bb71cb5e589"",""0xe97c29b17ed7d742e3843affa357449fa10a1855"",""0x04491d22282e5f491c2c7231773dfe70238f490d""]",0.99,2379,132,true,false,2026-01-25 05:38:06.019+00,2026-01-25 05:38:06.078049+00,2026-02-24 15:09:24.407611+00,{},,0.7360,719,"[""Top Trader"",""Top Clanker Ecosystem Evangelist""]",2026-01-25 05:38:06.019+00,"Beloved Bitcoin.

~ O:- /chelseafc • /india

~ M:- /privacy • /football

~ https://kazani.fkey.id",https://t.me/kazanireads,"geo:18.96,72.83",kazani351,,0xe97c29b17ed7d742e3843affa357449fa10a1855,2,2025-07-16 10:25:48.544+00,,1107,303,true,Kazani 🦂,2026-02-24 15:09:24.362+00,false,65,Writer
feef45b1-711b-4221-9d99-e6c14cb01f07,401491,zosphotos,Zo,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/8324e080-ae3b-4595-b245-3cb4e2fe7f00/rectcrop3,,"[""0x5f957ea55911ca2241330bf68c17c60c15b79b27"",""0x275cf794f4aa879e84853497b3f5b8d498003e00"",""0xbad8ca0d3ef9e2b9d2a3149b707a879ebea2a0bd"",""0xc703e2d885c82066b493c08605212961d333a284""]",0.97,3259,1332,true,false,2026-01-17 15:27:35.692+00,2026-01-17 15:27:35.757424+00,2026-03-27 07:30:37.793719+00,{},,0.7560,516,[],2026-03-19 18:37:55.242+00,"Photographer and fluid artist from the UK

https://linktr.ee/zosphotos",,"geo:51.51,-0.13",zosphotos,,0x5f957ea55911ca2241330bf68c17c60c15b79b27,2,2025-07-16 12:20:20.818+00,,18161,3640,true,zo 👻,2026-03-27 07:30:37.724+00,false,65,Writer
18b03c25-479b-4a7c-a971-79560eedc1e5,16715,normancomics.eth,normancomics.eth,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/a448bba6-34b5-4941-3a6e-faae9f234300/rectcrop3,,"[""0x90caf2423748d0f8c797620cb24570d7e0f009ff"",""0xe0ad8c715dbce1912a820233f7138959c84c1b9c"",""0x3d95d4a6dbae0cd0643a82b13a13b08921d6adf7"",""0x91d9bd66443802d770f245a1a2a75e2bb20dced2"",""0x80cffdca4d7e05eb25e703a183e98c7a4094eec0"",""0xad4b3f9beb4119cbe03ac0a9e2c83fead8f4b4a8"",""0xf32f3bc16a8cfebd8d1cd06d087f207be4fcebec"",""0x7beda57074aa917ff0993fb329e16c2c188baf08"",""0xfe53f6a39b3482f77bcebabe063d91a3ece650ec""]",0.96,1419,4014,true,false,2026-03-27 06:55:35.154+00,2026-03-19 04:07:36.372943+00,2026-03-27 06:55:35.328987+00,{},,0.7040,,,2026-03-27 06:55:35.154+00,"Cartoonist of the comic-strip, NORMAN®
Author of the graphic-novel, “Iatrogenic”
Founder & Blockchain Engineer @biblefi",https://icebreaker.xyz/normancomics,,kekbonds,,0x3d95d4a6dbae0cd0643a82b13a13b08921d6adf7,2,2025-07-16 18:32:17.899+00,2026-03-27 06:55:35.154+00,1604,2993,true,normancomics.eth,2026-03-27 06:52:16.458+00,false,64,Writer
2fc41b01-0064-4c55-85b5-c73948e1b830,192260,metopia,Metopia,https://imagedelivery.net/BXluQx4ige9GuW0Ia56BHw/bd05b3a5-0cf4-4400-d95e-9ea48377ab00/original,,"[""0x811d1ddd7a6f1683825f05ce0e69baef6bde99e9"",""0xcc0039f959cb397d3280a7f57633c9a10846b781""]",0.97,1982,631,true,false,2026-02-03 01:58:34.387+00,2026-02-03 01:58:34.448196+00,2026-02-24 15:11:50.891289+00,{},,0.6560,2734,"[""Top Builder/Dev""]",2026-02-03 01:58:34.387+00,"Rebuilding Attention Economies on Verifiable layer onchain. Live on @base.base.eth. Your Attention. Verified. Valued.
Founder @metopiamoon",,,metopia_xyz,,0xcc0039f959cb397d3280a7f57633c9a10846b781,2,2025-07-18 02:58:10.404+00,2026-02-03 01:59:21.672+00,47069,2026,true,Metopia,2026-02-24 15:11:50.839+00,false,64,Writer
